EID,InvestorEID,SameProvince,Sharehold,InvestRegYear,InvestCloseYear
"570180550","262376047","1","0.8","2014",""
"1330513280","1454017135","0","1","2005",""
"521163840","1319496236","0","1","2014",""
"1164382371","510192172","0","1","2011",""
"364121854","2084170284","0","1","2007","2010"
"1309036428","1820565817","1","0.1","2014",""
"856784754","1820565817","1","0.15","2014",""
"218943323","2092064455","0","1","2005",""
"1061496720","900423367","1","0.471","1999",""
"638872171","900423367","1","0.214","1999",""
"574493942","518086343","0","0.1","2015",""
"631992670","525980514","1","1","1993","2006"
"369192045","1290654562","1","0.1","2015",""
"65736837","1857301662","0","0.9","2009",""
"890370301","515351333","0","0.85","2006",""
"852291319","1714886592","0","0.625","2001",""
"426279353","140908480","1","0.8","2008",""
"509499804","655603715","1","0.8","2009","2014"
"121730153","1464907779","1","0.51","2013",""
"565077563","2073279640","0","0.063","2009",""
"1050867442","1831456461","0","0.5","2008",""
"686037220","1271869747","1","0.8","2000",""
"1081350240","889532723","0","0.8","2013",""
"417373412","1441225266","1","0.833","2005","2010"
"971060959","1662100942","1","1","2008",""
"1316262020","676551218","0","1","2007",""
"789127418","1024887407","0","0.15","2015",""
"670078277","260213359","1","1","2005",""
"1308834645","634656212","1","0.8","2012",""
"319749966","512354860","1","0.5","2014",""
"282563211","1826297300","0","0.14","1995",""
"923587572","137912007","1","1","2015",""
"1123898550","244425017","1","0.5","2006",""
"1056904341","1053729081","1","0.45","2010","2011"
"15596786","902586055","1","0.502","2010",""
"1191343407","910480226","0","0.9","2015",""
"376123240","663497886","0","0.2","2015",""
"1160911270","1855138974","1","0.3","2007",""
"402265623","944481061","0","0.6","2015",""
"1162883576","1394171099","1","0.49","2004",""
"367070789","1709155109","1","1","2010",""
"70317405","1717049280","0","0.51","1993",""
"160600363","1334712256","1","0.003","2007",""
"1285377905","1334712256","1","0.993","2007",""
"762662928","653441027","1","0.998","2007",""
"522730696","2067548157","1","1","1983","2007"
"34177553","875907069","1","1","2014",""
"106615653","645546856","0","0.333","1998","2006"
"303705146","119127192","0","0.143","2006",""
"1044920128","1274032435","1","0.8","2010",""
"507530910","299945677","0","1","2003",""
"1044911035","1664263630","0","0.5","2015",""
"507338111","674388530","1","0.1","2001","2012"
"273469592","1405061743","0","0.51","2010",""
"1199252549","640387695","0","0.4","2000","2004"
"1013113553","514517548","1","0.016","2012",""
"516948436","132180524","1","1","2000","2014"
"759455290","2088495660","0","0.105","1996",""
"58051966","1051566393","1","1","2008",""
"134446628","946643749","1","1","2004",""
"814225148","627334363","0","1","1992",""
"250602325","1328980773","1","0.5","2011",""
"623018817","519676709","1","0.031","2001",""
"1430728064","1001777216","0","0.3","2005",""
"263885319","237103168","0","1","2008",""
"895891466","1305036797","0","0.505","2012",""
"403184714","2077605016","0","1","2014",""
"1027375735","1452688232","1","0.333","2014",""
"1142983703","511521075","1","0.4","2004","2007"
"93359065","1444794061","0","0.078","2015",""
"897838844","672225842","0","0.33","2013",""
"643460434","474785230","1","0.1","2012",""
"312294677","1402899055","0","0.1","2015",""
"1046895675","630330836","1","0.2","1996",""
"689831398","2090658348","1","0.385","2011",""
"1105032912","240099641","0","0.75","2010",""
"345899124","1049403705","1","1","2006","2014"
"249168701","1806183582","0","0.8","2000","2006"
"660244906","105501538","1","0.37","2014",""
"491014012","999614528","1","0.209","2014","2014"
"1401182219","1307199485","1","0","2014",""
"380600225","2071873533","1","1","2005",""
"1311790117","641221480","1","1","1994",""
"1262521525","505789592","1","0.5","2011",""
"140607148","123452568","0","0.524","2015",""
"529160606","685851496","1","1","2014",""
"712196868","1270463640","0","1","1990","1996"
"1045668842","287726130","0","1","1993",""
"576721064","476947918","0","0.833","2013",""
"788832702","510948753","0","0.3","2012",""
"1005480642","518842924","0","0.49","2015",""
"678135848","144400071","0","1","2010",""
"1276765883","1848650910","0","0.12","2011",""
"501614862","107664226","1","0.451","2013",""
"1314347470","623008987","0","0.205","2002",""
"1281866837","1333306149","0","1","2010",""
"282625022","1042081856","0","0.49","2007","2010"
"982429839","882395133","0","0.5","2009",""
"953911732","256721768","0","0.7","2002",""
"640561365","1699593368","0","1","2008",""
"399156324","1448362856","0","0.175","2015",""
"688468208","507952280","0","0.3","2015",""
"1077558471","2045194547","1","1","2007",""
"1432700044","293457613","0","1","2004",""
"922460968","1859541554","0","0.1","2013",""
"387916869","1322415505","1","0.064","2008",""
"915260490","1398573679","0","0.94","2009",""
"881227445","633899631","1","1","1982",""
"1063432308","1712646700","0","0.667","2011",""
"1127094368","1052972500","0","0.204","2011",""
"785782653","280404281","0","1","2009",""
"895037385","1675910855","0","1","2011","2012"
"1067984784","1419521182","0","0.015","2011",""
"394429179","1301468002","1","0.5","2003",""
"504782269","1717805861","0","0.8","1992","2010"
"1240957589","526164773","0","0.485","2001",""
"523611231","1804593216","1","0.05","2010",""
"499440808","1039919168","0","0.2","1998",""
"640561365","254559080","0","1","2008","2009"
"844740186","1055968973","1","0.2","2002",""
"533909097","1430411826","0","1","2014",""
"510799302","1014073967","1","1","1982",""
"663753613","2089252241","1","0.067","1996",""
"728337501","1332472364","1","0.92","2014",""
"427685355","1815483860","0","0.51","2013",""
"1129382101","1287842348","1","1","2004","2011"
"134412085","1807589689","1","0.5","2013",""
"769107312","1799695518","0","1","2015",""
"471871697","652684446","0","0.998","2010",""
"1249073859","236346587","0","0.571","2011",""
"108009498","528327461","0","0.55","1993",""
"340305895","1345525696","1","1","2015",""
"934301929","228452416","0","1","2005",""
"665172170","1313687549","0","0.9","2006",""
"141791690","886720509","0","0.51","2013",""
"1299846905","1826374504","0","0.026","2008",""
"864907878","1053806285","1","1","2015",""
"687514602","1428249138","1","1","2004",""
"1056217215","517436817","0","1","2014",""
"218943328","621680084","1","0.033","2006",""
"1299683404","621680084","1","0.414","2006",""
"499244204","1813321172","0","0.49","2015",""
"922600636","142993964","0","0.333","2005",""
"50546486","1290005036","0","0.013","2006",""
"704217327","1048647124","1","1","2011",""
"270538325","915562183","1","0.109","2014",""
"1317391550","114152290","0","0.99","2013",""
"3171996","957457189","1","0.52","2003","2013"
"734842717","1381194971","1","0.88","2011",""
"1058870640","608626752","0","1","1993",""
"403193074","226289728","0","0.5","2014",""
"512282217","1281247229","0","0.8","2008","2012"
"652452937","898910205","0","1","1981","1999"
"547732680","2045921277","0","1","2002",""
"279335868","1484371971","0","0.34","2006",""
"255129067","1858814824","1","0.01","2015",""
"1379626489","2061709619","1","0.12","2012",""
"538904226","1086246605","1","0.7","2008",""
"344102134","1468583629","0","0.6","2015",""
"509985418","911963537","0","0.67","2007",""
"1266483738","1471318639","0","1","2013",""
"715123045","308519225","1","0.7","2009",""
"931904073","1647795911","0","0.17","2012",""
"985521988","1447636126","0","1","2002",""
"193575009","508679010","0","0.733","2006",""
"1181407441","925016869","0","0.5","2014",""
"948130651","1413635291","0","0.45","2007",""
"1320279606","542679845","1","0.77","2003",""
"1343398365","1315248064","1","0.074","1993",""
"1184253591","1315248064","1","0.207","1993",""
"1328350794","123606976","0","0.025","2015",""
"287518929","2048083965","0","0.5","2015",""
"133931903","665011048","0","0.057","1998",""
"769107312","1246674072","0","1","2015",""
"1457187305","489894195","1","0.5","2005",""
"853314548","1848757965","1","1","2012",""
"495005641","1084083917","1","1","2010",""
"145795620","497788366","0","1","2015",""
"777642934","1296463249","1","0.083","2014",""
"105214359","1424525935","0","0.833","2014",""
"553530866","2061137297","1","0.5","2004",""
"911343341","2061137297","1","0.5","2004",""
"1108963838","487159185","0","1","2014",""
"497084223","651957716","1","0.5","2015",""
"873008357","1843598804","0","0.99","2014",""
"1099175579","1259727404","0","0.1","2003",""
"221193487","1078924756","1","0.1","2015",""
"1343221592","502947527","0","0.6","2015",""
"1037386989","1649958599","0","1","2015",""
"340603287","1029135579","0","1","2010",""
"1137930638","1691853605","0","0.9","2014",""
"171429710","1838439643","1","0.463","1999",""
"1063268138","638904384","0","0.901","2007",""
"1412328654","1830545472","1","1","2000",""
"154024570","256567360","1","0.49","2012",""
"738980256","890443712","0","0.51","2012",""
"634395046","657766698","1","0.5","2013",""
"1266065885","2063222486","0","0.01","2015",""
"868455829","1688779633","0","0.6","2015",""
"531474351","649872527","1","1","1993",""
"535226566","1841513615","0","0.046","1992",""
"675713710","1841513615","0","0.16","1992",""
"398302084","2079010828","1","0.19","2015",""
"1064793589","2034380812","0","0.404","2008","2013"
"478687243","1311601770","1","0.2","2007",""
"117851373","1027050390","0","1","2014",""
"1013808711","929264746","1","0.9","2006","2008"
"971992367","1409387414","0","0.444","2007",""
"1318143415","502297706","0","0.6","1994","1999"
"1302569925","1701832965","0","0.3","2015",""
"719448526","510191877","0","0.65","1994",""
"1074839397","127854853","1","0.5","2008",""
"423266499","900423072","1","0.951","2010",""
"571606787","1430334917","0","0.333","2014",""
"333167247","665660869","0","0.167","2011",""
"462984535","1857301957","0","0.05","2015",""
"918256998","1013997058","0","0.95","2011",""
"1371718668","942318078","1","1","2015",""
"1134073175","515351038","0","0.51","2007","2010"
"652452937","918374102","0","1","1999","2012"
"660058711","116964209","0","0.5","2013","2014"
"457423728","1831456756","1","1","2015",""
"1432700044","1279763623","1","1","2015",""
"287912145","1024887702","1","0.5","2011",""
"220466784","931427434","0","1","2010",""
"1205318853","504460394","0","0.51","2015",""
"5681295","504460394","0","0.49","2015",""
"11798731","1703995653","1","0.1","2002",""
"508034824","1045835205","0","1","2014",""
"1014017092","1011834370","1","0.51","2011",""
"185396913","562143742","0","0.05","2013",""
"1269736715","562143742","0","0.005","2013",""
"1428549526","111232726","0","0.6","2013",""
"1205978111","1829294068","0","0.111","2015",""
"427362967","1664263335","1","0.51","2015",""
"106615653","1866029913","0","1","1995","1996"
"295197693","933590122","1","0.8","1998",""
"1012227358","1405062038","1","1","2015",""
"538749950","258050966","0","1","2013",""
"688468208","506623082","0","0.3","2015",""
"541362963","1279191301","1","0.7","2012",""
"777642934","140074400","0","0.4","2013",""
"1037386989","1051566688","0","1","2015",""
"379362525","1669422496","1","0.31","2010",""
"759455290","530305595","0","0.006","2007",""
"31941848","1043672517","0","0.985","2008",""
"1236354355","946643454","0","1","2014",""
"1037053870","1328980478","0","1","2008","2010"
"1039764661","1818975746","1","1","2013",""
"170327921","619440487","1","0.98","2015",""
"905319600","1305036502","1","0.101","2015",""
"1111472330","1687373526","0","0.95","2004",""
"487915566","1827131380","1","0.333","2003",""
"256061548","129183756","1","0.787","1985","2008"
"370245098","1444794356","1","0.51","1999",""
"530640795","1054563161","1","0.7","2005","2009"
"969050513","1666426023","0","0.51","2003",""
"1459012804","672226137","1","0.4","1995",""
"129962893","1284088999","0","0.75","2001","2006"
"806294510","935752810","0","1","2013",""
"1178503788","638225302","1","0.5","2011",""
"959058053","1708321029","1","1","2003",""
"1445866950","630331131","1","0.4","2014",""
"170327921","1325984005","0","0.51","2014","2015"
"265841043","1821972219","0","0.353","2001",""
"274229894","134342917","1","0.5","2010",""
"260708378","1814078048","0","1","2010",""
"1175099845","1297142331","0","0.2","2013",""
"1266065885","242834946","0","1","2013",""
"681168392","1331143166","0","0.5","2011",""
"728022171","1721374361","1","1","2014",""
"1262255757","1339037337","0","0.025","2010",""
"1455455819","1307199190","1","0.1","1996",""
"640561365","115558102","0","1","2009","2009"
"448439532","2071873238","1","1","2013",""
"1444276285","1689536214","0","1","2007",""
"396472822","880232150","0","0.998","2005",""
"401148336","1697430385","0","1","2012",""
"1404875184","1832862863","0","0.15","2013",""
"931671195","1052400473","1","0.5","2001",""
"1021858554","1434737497","1","0.082","2009",""
"1321236825","287726425","0","1","2012",""
"503448020","1668588711","1","0.38","2000",""
"325438852","1861704537","1","0.5","2006",""
"1446385822","2084926570","0","1","2014",""
"298577149","1702589546","1","0.1","2014",""
"780041574","1702589546","1","0.1","2014",""
"101221088","1819809531","0","1","2013",""
"1304545173","1811915360","0","0.9","2014",""
"101253069","237937248","0","1","2011",""
"1070864187","282567264","0","0.6","1997","2002"
"1216372850","916967995","0","0.2","2003",""
"90320256","1039347141","0","0.5","2010",""
"759082149","240672258","0","0.333","2002","2002"
"940902735","1814650370","0","0.525","2012",""
"1127094368","1806756199","0","0.01","2013",""
"839568567","882394838","0","1","2013",""
"279152874","683689103","1","0.5","2008",""
"1061886075","2089824268","1","0.921","2006",""
"757675910","1058131956","1","1","1993",""
"1042320794","2045194252","0","1","1994","2002"
"638871907","293457908","0","0.02","2013",""
"1071388468","1288414375","0","0.6","2014",""
"1111472330","1859541849","0","0.9","2004",""
"545578820","1322415210","0","0.85","2009",""
"456774299","1016236950","1","0.094","2010",""
"662055373","513111146","1","1","2010","2011"
"401628087","243668731","0","1","1984",""
"182822151","2094983429","0","0.5","2004",""
"1281866837","1285679365","0","1","2014",""
"499440808","1809752672","0","0.1","2011",""
"380561539","1427415648","1","0.5","2015",""
"846826686","1675910560","0","0.5","2006","2010"
"1258845842","109826619","1","0.5","2013",""
"6734800","953131518","0","1","2015",""
"220600356","238509570","1","0.6","2014",""
"270533437","2108036761","1","0.4","2000",""
"1202293655","1311524566","1","0.15","2006",""
"1275354923","1027127594","0","0.65","2014",""
"507136097","1454094634","0","1","2009",""
"400510377","510114673","0","0.613","2014",""
"837451308","127777649","0","1","1982",""
"907798502","1274788721","0","0.802","2012",""
"1325163542","1055969268","1","0.9","2009",""
"765253709","900345868","0","0.333","2014",""
"250283849","525903015","0","0.17","1995","2014"
"795168662","1706914922","1","0","2005",""
"487790820","1815484155","1","0.017","2011",""
"245627423","140830981","0","1","2013",""
"951806598","913399200","0","0.5","2015",""
"675713640","1425252960","0","0.5","2006","2006"
"122445016","1678073248","0","0.5","2011",""
"1160484894","1678073248","0","0.5","2011",""
"159630577","1337631230","0","1","2015",""
"1039838206","1810324994","1","0.09","2015",""
"1280370819","1810324994","1","0.4","2015",""
"502696688","1727862425","0","0.8","2012",""
"1263383748","610789735","1","0.205","2007",""
"1032808466","993126759","1","0.3","2006",""
"801112212","1313687254","0","1","2012",""
"378139366","1024964906","1","0.416","2012",""
"1049729318","931350230","0","0.2","2015",""
"1154897834","2078361302","1","0.2","2003",""
"1450017531","2078361302","1","0.8","2003",""
"853272707","281238361","0","0.604","2013",""
"1046091060","1855216473","1","0.5","2009",""
"219169216","2091414634","1","0.65","2013",""
"283440914","247237526","0","0.1","2003",""
"1451479091","621680379","1","1","1993",""
"738877551","2099308805","1","0.025","2011",""
"218222429","231449184","0","0.111","2008",""
"520583936","1680235936","1","0.25","2011",""
"1162883576","1680235936","1","0.25","2011",""
"1048833042","541119035","1","0.49","1998",""
"791379434","575119870","1","0.7","2002","2011"
"1211091136","234184194","0","0.99","2010",""
"163144594","1730025113","0","1","2015",""
"1216372850","1347688089","0","0.16","1994",""
"72936466","990964071","1","1","1986",""
"291599527","920721049","1","1","2001",""
"314411927","89605846","1","0","1998","2011"
"13487091","1476478095","0","0.99","2015",""
"80378882","1294300266","1","1","1980",""
"401628087","1676637290","1","0.294","2003",""
"756753380","654120699","0","0.041","2003",""
"1040310022","1302194437","0","0.8","2009",""
"224848361","1081087739","1","1","2008","2010"
"395565941","1073193568","1","0.95","2005",""
"890082682","1073193568","1","0.05","2005",""
"87697871","500784544","1","0.38","2014",""
"611968120","682962373","0","0.253","2009",""
"828285382","1065299397","0","0.995","2014",""
"759979356","1874603461","1","0.255","1997","2007"
"1191479722","925016574","1","0.5","2014",""
"1387077988","542679550","0","0.063","2010",""
"190815210","1689690622","0","0.99","2013",""
"165672431","1697584793","0","0.2","1998",""
"462984535","1023404391","1","0.481","2014",""
"953682383","123606681","1","0.092","1992",""
"226272366","1283409622","1","0.333","2000",""
"1430728064","1055242538","1","0.333","2015",""
"1329818316","2048083670","1","1","2008","2010"
"277397060","2055977841","0","1","2011",""
"777045101","2019241996","0","1","2007",""
"1040622859","319410164","0","0.5","2014",""
"794907483","1885494105","0","0.1","2015",""
"172266447","2061137002","1","0.882","1999",""
"209859200","659852182","1","1","2002","2007"
"516948436","1686694149","1","0.069","2012",""
"1188898313","261726816","1","1","2012",""
"799037476","1071030880","0","1","2015",""
"87304653","885284256","0","0.035","2015",""
"1163548524","306356832","1","1","1964",""
"1111472330","83874363","0","1","2007","2015"
"450464496","544842238","1","0.15","2015",""
"514007891","264461826","1","1","2009",""
"943985743","646798850","0","1","2013",""
"215407415","1309516286","1","0.95","2012",""
"540525617","500212222","0","0.511","2010",""
"1313951541","1021241703","1","0.1","2005","2009"
"783496997","125769369","1","0.3","1982",""
"1237463001","890443417","1","0.2","1998","2015"
"560107846","657766597","1","0.5","2014",""
"297188045","1298548539","1","0.105","2010",""
"226173878","2071116758","1","0.95","2011",""
"125637878","649872426","0","1","1989",""
"1077155448","1459176490","1","1","2010",""
"762662901","887369841","0","0.5","2010","2013"
"1127094368","1451282319","1","0.02","2013",""
"253904179","1443388148","1","0.7","2000","2010"
"754289652","512926988","0","0.51","2014",""
"952570121","296377076","0","1","2009",""
"276728952","468296972","1","0.3","2015",""
"770254095","1027050289","1","0.025","1996",""
"1209020594","644713265","0","0.67","2015",""
"1451460842","502297807","0","1","2009",""
"1445968589","636819094","1","0.45","1994","2011"
"1446703304","2092064261","1","0.642","2002","2009"
"1351713504","291217915","1","0.824","2010",""
"670078277","1430334816","1","1","2010",""
"1206907622","1047997792","1","1","2014","2015"
"260860620","1013996957","0","0.03","2014",""
"668026093","1006102786","0","0.25","1998",""
"639732926","1815406850","1","1","2013",""
"1166583970","116964310","0","0.05","2003",""
"127461706","507195505","0","0.91","1991",""
"106615653","1831456655","0","0.55","2001","2002"
"174598504","2036543601","0","1","2010",""
"283440914","302108559","0","0.1","2002",""
"1023708280","1058888436","0","1","2014",""
"27945641","294214388","1","0.333","2002",""
"104574063","1024887601","1","0.02","2012",""
"428831721","1024887601","1","0.02","2012",""
"1111472330","1696101583","0","1","2007",""
"1316262020","1703995754","0","0.125","2005",""
"980643251","2086332778","1","0.475","1999","2008"
"1127094368","1061623446","1","0.012","2013",""
"218943323","663498080","0","1","2001",""
"106615653","1855139168","0","0.8","1997","2003"
"1389703346","101175968","1","0.7","1998","2007"
"917891230","944480867","0","0.698","2005",""
"796687753","2099386110","0","0.01","2012",""
"662866905","1048570114","0","0.01","2009","2013"
"1335976912","2067547963","0","0.028","2015",""
"1299769833","263210026","0","0.46","1999",""
"475692298","1829293967","0","0.9","1990",""
"520583936","127021169","1","0.2","2015",""
"1275277552","1064619919","0","0.5","2010",""
"1023317370","899589388","1","0.35","2004","2006"
"1031732710","1664263436","0","0.12","2013",""
"1410922776","1281926412","0","0.95","2003","2008"
"1409193573","472622348","0","1","2013",""
"293038699","1022724913","1","0.95","2015",""
"1111472330","258050865","0","1","2012","2012"
"1362329159","640387889","1","1","2013",""
"468773057","250156694","0","1","2014",""
"36368119","1323821418","1","0.27","2004",""
"97433406","132180330","1","0.1","2010","2015"
"645135170","1059460758","1","0.795","2000",""
"1066759756","2096389637","1","0.167","2012",""
"380561539","1051566587","0","0.1","2015",""
"104311919","522411525","0","1","2010",""
"280080298","1043672416","1","0.057","2011",""
"1157720714","1009671581","0","1","2007",""
"652041731","564306531","1","0.2","2001",""
"781204431","244997533","0","0.289","2011",""
"110160132","1328980579","0","0.51","2013",""
"554174962","2069710651","1","0.5","2013",""
"49164396","261047338","1","1","2010",""
"172055316","1452688426","0","0.5","2015",""
"759606367","121289686","1","0.65","2014",""
"1230191567","1276194929","0","0.1","2015",""
"411611735","1444794255","1","1","1987",""
"960604079","297783183","1","0.003","2007",""
"301435403","474785036","0","0.625","2012",""
"482791413","935752911","1","0.8","1999","2006"
"1240957589","1325984106","0","1","2003",""
"792886463","516680042","1","0.49","2013",""
"759455290","1821972118","0","0.043","1997",""
"638793932","2090658154","1","0.5","2014",""
"164716654","1281354090","0","1","2015",""
"528094143","1431740923","1","1","2015",""
"1308012976","914805408","0","0.9","2003","2013"
"1111472330","532468384","0","1","2003","2010"
"1234103262","659172704","1","1","2013",""
"1286674951","1297142432","1","1","2013",""
"1060705491","1850813792","1","0.022","2013",""
"1043122236","948806243","0","1","2014",""
"396522113","1808918786","0","1","2003",""
"1191768709","912070398","0","0.008","1997",""
"196116084","1307199291","0","0","2008",""
"900167217","2071873339","1","0.605","2008",""
"933168811","1689536315","0","0.3","2015",""
"1219833964","880232251","1","1","2009",""
"160600363","123452374","0","0.003","2015",""
"605479959","685851690","1","0.193","2012",""
"596004818","1824968591","0","0.9","2012",""
"1022097758","1060294543","0","0.5","2010","2011"
"814050423","521577740","1","0.48","2015",""
"928859078","287726324","0","0.9","2011",""
"108831299","1668588812","1","0.95","2007",""
"139565727","1320252623","1","1","2012",""
"1427305936","937915599","1","1","2000",""
"290990197","1400736561","1","0.011","2010",""
"638374458","1445366577","1","0.25","2005",""
"410750575","136505706","0","0.6","2013","2014"
"1159627453","144399877","0","1","2014",""
"182912744","237937147","0","1","2011",""
"330379279","282567163","1","0.5","1999","2013"
"150293929","916968096","1","1","1992",""
"283579770","1421684064","0","1","2014",""
"348773404","657010016","1","0.9","2015",""
"927290335","1005346205","1","0.99","2012",""
"897838844","1723537150","0","0.2","2012",""
"505219473","1042082050","1","1","2000",""
"471864205","1691699003","1","0.3","2000",""
"1003813205","125615062","1","0.033","1992",""
"640561365","2089824369","1","0.4","2010",""
"1248556822","898183281","0","0.55","2002","2013"
"806330581","1432574708","1","1","1987",""
"936592578","1712646506","1","0.2","2014",""
"167500731","1712646506","1","0.14","2014",""
"1029496609","1052972694","1","1","2009","2013"
"1372553847","1427415547","0","1","2007",""
"144812153","536793760","0","0.933","2012",""
"939327372","1801858400","0","0.5","2010","2011"
"286350358","1385520541","0","0.5","2013",""
"242326708","526164579","1","0.083","2005",""
"819660943","1812487581","1","1","1999",""
"668883930","1804593410","1","0.843","2010",""
"408221198","230615298","0","0.8","2003","2013"
"249168701","1701755862","0","0.4","2010",""
"640561365","681526314","0","1","2006","2010"
"510668683","1282682993","1","0.8","2004","2009"
"510668683","1282682993","1","0.8","2004","2009"
"447843456","1055969167","1","0.163","2003",""
"106733975","291295119","1","0.48","2014",""
"1320576950","291295119","1","0.1","2014",""
"1231386487","291295119","1","0.42","2014",""
"1189343064","283400948","1","1","1998",""
"735090236","1672914188","1","1","2010",""
"379428073","1290577164","0","0.667","2012",""
"1037386989","942240975","0","1","2015",""
"327510864","1396411185","1","0.01","2012",""
"541030313","2089252047","1","0.138","2014",""
"1328485587","2089252047","1","0.077","2014",""
"1266483738","140831082","0","1","2014",""
"1158956172","1050810006","0","0.9","2000","2008"
"1285493971","1807589883","0","0.51","2011",""
"116835113","2105040389","0","1","2015",""
"112509737","1425252859","0","1","2009",""
"613911346","1685967520","1","0.13","2012",""
"645106381","1685967520","1","0.4","2012",""
"853570832","955294307","0","0.34","2005",""
"632158646","236346781","0","0.51","2009",""
"1195995534","618683805","1","0.01","2012",""
"648380558","1337631331","0","1","2000","2006"
"1261180700","610789634","0","1","2011",""
"383159477","993126658","0","1","1999",""
"362261467","1802430722","0","1","2015",""
"1294907691","642627781","0","0.66","2010",""
"392903631","122046267","1","0.95","2005",""
"905319600","2078361403","0","0.1","2014",""
"1111472330","260290757","0","1","2011",""
"1127094368","634733610","0","0.3","2009",""
"993868726","520171633","1","0.506","2008","2009"
"785417170","1284845681","1","0.005","1987",""
"464001217","289132431","1","0.5","1994",""
"1164382371","1045912308","0","1","2010",""
"662371620","281238260","1","0.003","2014",""
"1111472330","2091414735","0","1","2007",""
"1213160185","1048647318","1","0.7","2008",""
"312339088","2107203077","1","0.02","2008",""
"766456650","923456160","0","0.5","2013",""
"1127094368","541119136","0","0.02","2012",""
"508034824","616521117","0","1","2011",""
"371059080","608626946","0","0.3","2001",""
"1046280533","1347688190","1","0.5","2012",""
"13137168","920721150","1","0.5","2000",""
"159630577","1057405125","0","0.67","2004",""
"339444097","284836906","0","0.1","2014",""
"793980059","479837142","1","0.51","2010",""
"1011756869","1858815018","1","0.98","2005","2009"
"198508590","97500118","1","0.4","2004",""
"1201091878","1252405361","0","0.75","2007",""
"1127094368","1078352628","0","0.5","2013",""
"534037192","877962508","0","1","2012",""
"770992747","1260299532","1","1","1988","2007"
"256440828","1676637391","0","0.08","2006",""
"939872150","271783574","1","0.2","2000",""
"1285683321","271783574","1","0.1","2000",""
"1342450990","492890474","0","1","2015",""
"936804829","508678816","0","0.25","2015",""
"1175980270","1273352864","0","0.1","2012",""
"1084162723","498049635","1","1","2001",""
"1014862896","1315247870","1","0.49","2011",""
"889562212","856442683","0","1","2011",""
"925200998","282674218","1","0.367","2003","2009"
"682253344","1856652330","0","0.644","2010",""
"150293929","99662806","1","0.95","2013",""
"487061784","99662806","1","0.05","2013",""
"1025951637","709641258","1","1","2013",""
"669567036","1848758159","1","1","2006",""
"233180671","107556977","0","0.55","2004",""
"511933254","1254568049","0","0.01","2013",""
"1304517268","2019242097","1","1","2015",""
"378139172","319410063","0","0.9","2014","2014"
"1199252716","497788172","0","0.5","2006",""
"1315374596","1424526129","1","0.665","2015",""
"1177273199","269620886","1","1","2013",""
"1266638242","495053162","0","0.8","2002","2010"
"1127094368","1843598998","0","0.02","2013","2015"
"689026242","1259727210","1","1","1982","2012"
"520704086","1078924950","1","0.9","2014",""
"1257516869","1445473632","1","1","2005",""
"273975916","510841504","1","0.091","1998",""
"1325578046","1275515552","1","1","2002","2012"
"633773328","500212323","0","0.01","2015",""
"712196868","1317410558","0","0.15","2011",""
"379045728","256567554","0","0.4","2013","2015"
"890370301","657766628","0","0.51","2001",""
"1026788832","267535433","1","1","2014",""
"1164382371","1459176521","0","0.5","2014",""
"407265686","1451282350","1","0.5","1998",""
"110070618","1277601005","0","0.021","2002",""
"937136814","1693938864","1","0.4","2001",""
"909961023","510191947","1","1","1981",""
"1127094368","1438229018","0","0.02","2013",""
"325438852","291217946","0","0.6","2012","2014"
"779998247","665660799","0","1","2014","2014"
"422343719","1290654337","0","0.5","2015",""
"516342569","1013996988","0","0.2","2012",""
"370477189","942318148","1","0.177","2003",""
"400510474","559981124","0","0.65","2015",""
"1422536944","1706992196","0","0.5","2014",""
"608460420","1714886367","1","0.36","2006","2007"
"502424471","140908255","0","0","2015",""
"183355452","1300711196","1","0.96","2010",""
"541030313","1464908004","1","0.25","2014",""
"1228384474","1839350857","1","0.02","2015",""
"790367778","2081173586","0","1","2014",""
"570947732","897426669","1","1","2008",""
"245869880","1407224656","0","0.05","2013",""
"1400768777","504460464","1","0.5","2002","2008"
"512006038","634656437","0","1","1964",""
"898831509","902585830","1","1","1993","2006"
"909342583","1428172159","0","0.25","2013",""
"684415636","663498111","1","0.3","2004","2006"
"612138521","1855139199","1","0.2","2010",""
"351370726","944480836","1","0.333","2004",""
"953057041","1709154884","0","1","1993","2006"
"1079022184","629497276","1","0.01","2011",""
"213978623","1821138364","1","0.5","2005",""
"1102220814","653441252","1","0.6","2002","2009"
"759455290","111232796","0","1","2012",""
"212554719","501463991","0","0.7","2012",""
"1266483738","2083336274","0","1","2014",""
"157643943","1274032210","1","0.05","2005",""
"1403344845","1064619950","0","0.1","2011","2012"
"269643187","1446956974","0","1","2015",""
"258313467","933590192","1","0.333","1997",""
"1313016209","2080601264","0","1","2014",""
"379362525","506623152","1","1","2008",""
"373338482","632493749","0","0.6","2014",""
"1248556822","242262554","0","0.096","2006","2014"
"1178544581","1051566618","0","1","2013",""
"164847725","1677316737","1","1","2014",""
"752711209","1328980548","0","1","2014",""
"507189381","1336874719","1","1","2000",""
"742433908","1046407457","1","0.05","2010",""
"408221365","113395484","0","0.5","2015",""
"160600363","268941540","0","0.003","2015",""
"1313591083","643384393","0","0.99","2014",""
"148120742","511520850","1","1","1999",""
"1325578407","1863867155","1","1","2014",""
"1099175676","638225232","1","0.8","2004","2013"
"279940347","508785840","0","1","2008",""
"1342450990","247994037","0","1","2014",""
